跪	E
，	S
谢	B
楠	E
一	B
下	M
子	E
懵	S
了	S
，	S
隔	S
天	B
才	E
想	B
起	E
给	S
她	S
爸	B
妈	E
打	B
电	M
话	E
。	S

陈	B
光	M
标	E
赴	S
美	S
欲	S
买	S
《	S
[	B
纽	M
约	E
时	B
报	E
》	S
称	S
会	S
毫	B
不	M
犹	M
豫	E
倾	B
尽	E
家	B
产	E

“	S
行	B
动	E
[	B
高	M
于	E
一	B
切	E
，	S
我	S
马	B
上	E
要	S
登	B
机	E
飞	S
纽	B
约	E
了	S
！	S
”	S
1	B
月	M
3	M
日	E
上	B
午	E
，	S
中	B
国	E
企	B
业	M
家	E
陈	B
光	M
标	E
在	S
其	S
个	B
人	E
微	B
博	E
上	S
晒	S
出	S
了	S
飞	B
往	E
纽	B
约	E
的	S
机	B
票	E
，	S
表	B
示	E
已	S
正	B
式	E
踏	B
上	E
赴	S
美	S
洽	B
谈	E
收	B
购	E
《	S
[	B
纽	M
约	E
时	B
报	E
》	S
的	S
行	B
程	E
。	S

《	S
[	B
纽	M
约	E
时	B
报	E
》	S
对	B
此	E
没	B
有	E
最	B
新	E
置	B
评	E
，	S
但	S
此	B
前	E
他	B
们	E
表	B
示	E
公	B
司	E
无	B
意	E
出	B
售	E
。	S

新	B
年	E
前	S
陈	B
光	M
标	E
在	S
出	B
席	E
活	B
动	E
时	S
表	B
示	E
，	S
他	S
将	S
收	B
购	E
《	S
[	B
纽	M
约	E
时	B
报	E
》	S
，	S
一	B
时	E
引	B
发	E
舆	B
论	E
热	S
议	S
。	S

他	S
在	S
中	B
国	E
媒	B
体	E
上	S
撰	B
文	E
表	B
示	E
，	S
“	S
只	B
要	E
能	S
收	B
购	E
《	S
[	B
纽	M
约	E
时	B
报	E
》	S
，	S
我	B
会	E
毫	B
不	M
犹	M
豫	E
倾	B
尽	E
家	B
产	E
。	S

”	S

而	S
在	S
接	B
受	E
一	B
家	E
[	B
英	M
国	E
媒	B
体	E
采	B
访	E
时	S
，	S
陈	B
光	M
标	E
说	B
道	E
，	S
“	S
只	B
要	E
价	B
格	E
合	B
适	E
，	S
没	B
有	E
什	B
么	E
买	S
不	B
到	E
。	S

”	S

按	S
当	B
前	E
股	B
价	E
计	B
算	E
，	S
[	B
纽	M
约	E
时	B
报	E
公	B
司	E
市	B
值	E
约	S
为	S
[	B
2	M
4	E
亿	S
美	B
元	E
。	S

陈	B
光	M
标	E
则	S
称	S
，	S
他	S
认	B
为	E
收	B
购	E
所	B
需	E
资	B
金	E
约	S
[	B
1	M
0	E
亿	S
美	B
元	E
。	S

他	S
已	S
说	B
服	E
一	B
名	E
不	B
愿	E
透	B
露	E
身	B
份	E
的	S
香	B
港	E
老	B
板	E
投	B
入	E
[	B
6	E
亿	S
美	B
元	E
。	S

陈	B
光	M
标	E
透	B
露	E
，	S
1	B
月	M
5	M
日	E
他	S
将	S
在	S
纽	B
约	E
与	S
一	B
名	E
“	S
主	B
要	E
的	S
股	B
东	E
”	S
见	B
面	E
，	S
洽	B
谈	E
收	B
购	E
事	B
宜	E
。	S

《	S
[	B
纽	M
约	E
时	B
报	E
》	S
对	S
此	B
事	E
进	B
行	E
了	S
报	B
道	E
，	S
同	B
时	E
援	B
引	E
该	B
报	E
[	B
女	E
发	B
言	M
人	E
艾	B
琳	M
-	M
墨	M
菲	E
的	B
话	E
表	B
示	E
：	S
“	S
我	B
们	E
没	B
有	E
听	B
说	E
过	S
此	B
类	E
会	B
面	E
。	S

”	S

《	S
[	B
纽	M
约	E
时	B
报	E
》	S
同	B
时	E
在	S
报	B
道	E
中	S
称	S
，	S
其	S
出	B
版	M
人	E
小	S
阿	B
瑟	M
·	M
苏	M
兹	M
伯	M
格	E
曾	S
在	S
2	B
0	M
1	M
3	M
年	E
表	B
示	E
《	S
[	B
纽	M
约	E
时	B
报	E
》	S
的	S
控	B
股	E
家	B
族	E
无	B
意	E
出	B
售	E
该	S
公	B
司	E
。	S

（	S
高	S
美	S
）	S

编	B
者	M
按	E
：	S
食	B
物	E
分	S
很	B
多	E
颜	B
色	E
，	S
主	B
要	E
有	S
红	S
、	S
紫	S
、	S
黄	S
、	S
黑	S
、	S
白	S
、	S
绿	S
等	S
。	S

但	B
是	E
你	S
知	B
道	E
吗	S
?	S
每	B
一	M
种	E
颜	B
色	E
的	S
食	B
物	E
都	S
有	S
自	B
己	E
的	S
“	S
一	B
技	M
之	M
长	E
”	S
，	S
也	S
就	B
是	M
说	E
不	B
同	E
颜	B
色	E
的	S
食	B
物	E
具	S
有	B
关	E
不	B
同	E
的	S
[	B
养	M
生	E
保	B
健	E
功	B
效	E
，	S
而	B
且	E
它	B
们	E
所	B
含	E
有	B
的	E
营	B
养	E
成	B
份	E
也	S
是	S
“	S
各	B
有	M
千	M
秋	E
”	S
。	S

那	B
么	E
，	S
在	S
[	B
日	M
常	E
生	B
活	E
中	S
你	S
知	B
道	E
自	B
己	E
最	S
适	B
合	E
吃	S
哪	B
种	E
颜	B
色	E
的	S
食	B
物	E
吗	S
?	S
一	B
起	M
来	E
看	B
看	E
吧	S
。	S

1	S
、	S
红	B
色	E
食	B
物	E
令	B
人	M
振	M
奋	E
+	S
补	B
铁	E
—	S
适	B
合	E
体	B
质	E
较	B
弱	E
者	S

2	S
、	S
紫	B
色	E
食	B
物	E
赏	B
心	M
悦	M
目	E
+	S
延	B
年	M
益	M
寿	E
—	S
适	B
合	E
心	B
脑	M
血	M
管	E
患	B
者	E

3	S
、	S
黄	B
色	E
食	B
物	E
维	B
生	M
素	E
天	B
然	E
源	B
泉	E
—	S
适	B
合	E
缺	B
乏	E
维	B
生	M
素	E
A	S
、	S
D	S
者	S

4	S
、	S
黑	B
色	E
食	B
物	E
益	S
脾	S
补	S
肝	S
的	S
女	B
性	E
食	B
品	E
—	S
适	B
合	E
女	B
性	E

5	S
、	S
白	B
色	E
食	B
物	E
富	B
含	E
蛋	B
白	M
质	E
和	S
钙	S
—	S
适	B
合	E
高	B
血	M
压	E
、	S
心	B
脏	M
病	E
者	S

6	S
、	S
绿	B
色	E
食	B
物	E
肠	B
胃	E
“	S
清	B
道	M
夫	E
”	S
—	S
尤	B
其	E
适	B
合	E
孕	B
妇	E
及	S
缺	B
钙	E
者	S

1	S
、	S
红	B
色	E
食	B
物	E
—	S
—	S
令	B
人	M
振	M
奋	E
+	S
补	B
铁	E

品	B
种	E
：	S
主	B
要	E
有	S
红	B
辣	M
椒	E
、	S
胡	B
萝	M
卜	E
等	S
，	S
其	B
他	E
如	S
苋	B
菜	E
、	S
洋	B
葱	E
、	S
红	B
枣	E
、	S
番	B
茄	E
、	S
红	B
薯	E
、	S
山	S
苹	B
果	E
等	S
。	S

适	B
宜	E
人	B
群	E
：	S
适	B
合	E
体	B
质	E
较	B
弱	E
者	S
。	S

理	B
由	E
：	S
辣	B
椒	E
具	B
有	E
增	B
强	E
巨	B
噬	M
细	M
胞	E
活	B
力	E
的	S
功	B
能	E
，	S
巨	B
噬	M
细	M
胞	E
是	S
[	B
致	M
病	E
微	B
生	M
物	E
的	S
“	S
杀	B
手	E
”	S
。	S

胡	B
萝	M
卜	M
素	E
可	S
在	S
人	B
体	M
内	E
转	B
化	E
为	S
维	B
生	M
素	E
A	S
，	S
常	B
食	E
之	S
可	S
增	B
强	E
人	B
体	E
抗	B
御	E
感	B
冒	E
的	S
能	B
力	E
。	S

乌	B
鲁	M
木	M
齐	E
人	S
想	S
去	S
石	B
河	M
子	E
吃	S
[	B
八	E
毛	S
凉	B
皮	E
，	S
待	S
[	B
城	M
际	E
铁	B
路	E
开	B
通	E
后	S
，	S
一	B
个	E
小	B
时	E
就	S
到	S
了	S
。	S

在	S
1	B
月	M
3	M
日	E
举	B
行	E
的	S
[	B
乌	M
鲁	M
木	M
齐	M
市	E
委	S
十	B
届	E
[	B
七	E
次	S
全	B
委	E
（	S
扩	B
大	E
）	S
会	B
议	E
上	S
，	S
[	B
新	M
疆	E
维	B
吾	M
尔	E
自	B
治	M
区	E
党	B
委	E
常	B
委	E
、	S
[	B
乌	M
鲁	M
木	M
齐	M
市	E
委	S
书	B
记	E
朱	B
海	M
仑	E
指	B
出	E
，	S
争	B
取	E
尽	B
快	E
启	B
动	E
“	S
五	B
大	E
经	B
济	M
圈	E
”	S
[	B
城	M
际	E
铁	B
路	E
规	B
划	E
建	B
设	E
，	S
加	B
强	E
“	S
乌	B
昌	M
石	E
”	S
城	B
市	M
群	E
经	B
济	E
协	B
作	E
互	B
动	E
，	S
推	B
动	E
[	B
区	M
域	E
经	B
济	E
一	B
体	M
化	E
发	B
展	E
。	S

五	B
大	E
经	B
济	M
圈	E
是	S
指	S
：	S
乌	B
鲁	M
木	M
齐	E
核	B
心	E
经	B
济	M
圈	E
，	S
昌	B
吉	M
市	E
、	S
[	B
五	M
家	M
渠	E
市	S
、	S
[	B
呼	M
图	M
壁	E
县	S
经	B
济	M
圈	E
，	S
石	B
河	M
子	M
市	E
、	S
[	B
玛	M
纳	M
斯	E
县	S
经	B
济	M
圈	E
，	S
昌	B
吉	M
州	E
东	B
部	E
四	S
县	B
市	E
经	B
济	M
圈	E
，	S
吐	B
鲁	M
番	E
经	B
济	M
圈	E
。	S

随	B
着	E
城	B
镇	M
化	E
步	B
伐	E
的	S
加	B
快	E
，	S
将	S
让	S
人	B
们	E
之	B
间	E
的	S
距	B
离	E
越	B
来	M
越	E
近	S
。	S

经	B
常	E
从	S
乌	B
鲁	M
木	M
齐	E
驾	B
车	E
往	B
返	E
石	B
河	M
子	E
的	S
私	B
家	M
车	E
车	B
主	E
赵	B
悦	E
说	S
，	S
路	B
况	E
好	S
的	S
情	B
况	M
下	E
，	S
从	S
乌	B
鲁	M
木	M
齐	E
到	S
石	B
河	M
子	E
走	S
高	B
速	E
需	B
要	E
两	B
个	E
多	S
小	B
时	E
。	S

根	B
据	E
乌	B
鲁	M
木	M
齐	M
市	E
此	B
前	E
提	B
出	E
构	B
建	E
“	S
五	B
大	E
经	B
济	M
圈	E
”	S
一	B
小	M
时	E
交	B
通	M
网	E
的	S
目	B
标	E
，	S
一	B
旦	E
[	B
城	M
际	E
铁	B
路	E
启	B
动	E
，	S
从	S
乌	B
鲁	M
木	M
齐	M
市	E
到	S
石	B
河	M
子	E
、	S
吐	B
鲁	M
番	E
等	S
五	B
大	E
经	B
济	M
圈	E
城	B
市	E
，	S
均	S
有	B
望	E
缩	B
短	E
至	S
一	B
小	M
时	E
到	B
达	E
。	S

自	B
治	M
区	E
发	B
改	M
委	E
[	B
经	M
济	E
研	B
究	M
院	E
[	B
投	M
资	E
研	B
究	M
所	E
副	B
研	M
究	M
员	E
秦	B
波	E
认	B
为	E
，	S
五	B
大	E
经	B
济	M
圈	E
[	B
城	M
际	E
铁	B
路	E
启	B
动	E
后	S
，	S
不	B
仅	E
改	B
善	E
经	B
济	M
圈	E
居	B
民	E
出	B
行	E
以	B
及	E
[	B
生	M
活	E
方	B
式	E
，	S
还	S
将	S
使	B
得	E
沿	B
线	E
[	B
城	M
市	E
经	B
济	E
进	B
入	E
快	B
车	M
道	E
，	S
形	B
成	E
与	S
乌	B
鲁	M
木	M
齐	M
市	E
[	B
产	M
业	E
布	B
局	E
相	B
互	E
补	B
充	E
，	S
相	B
互	E
调	B
整	E
和	S
整	B
合	E
，	S
[	B
优	M
化	E
资	B
源	E
配	B
置	E
的	S
格	B
局	E
。	S

显	B
著	E
的	S
案	B
例	E
是	S
，	S
[	B
京	M
广	E
高	B
铁	E
途	B
经	E
[	B
2	M
8	E
个	S
城	B
市	E
，	S
连	B
接	E
[	B
6	E
个	S
省	B
市	E
，	S
并	B
且	E
连	B
接	E
了	S
[	B
环	M
渤	M
海	E
经	B
济	M
圈	E
、	S
[	B
中	M
原	E
经	B
济	M
区	E
、	S
[	B
武	M
汉	E
城	B
市	M
圈	E
、	S
[	B
长	M
株	M
潭	E
城	B
市	M
圈	E
、	S
[	B
珠	M
三	M
角	E
经	B
济	M
区	E
五	B
大	E
经	B
济	M
圈	E
，	S
便	B
利	E
的	S
[	B
交	M
通	E
条	B
件	E
，	S
使	B
得	E
经	B
济	E
圈	B
内	E
沿	B
线	E
城	B
市	E
投	B
资	E
、	S
人	B
才	E
、	S
信	B
息	E
等	S
方	B
面	E
的	S
交	B
流	E
得	B
到	E
进	B
一	M
步	E
增	B
强	E
。	S

（	S
刘	B
书	M
成	E
）	S

综	B
合	E
美	B
国	E
[	B
媒	M
体	E
报	B
道	E
，	S
一	B
名	E
来	B
自	E
秘	B
鲁	E
的	S
移	B
民	E
[	B
除	M
夕	E
之	S
夜	S
在	S
美	B
国	E
首	B
都	E
华	B
盛	M
顿	E
诞	S
下	S
一	B
对	E
龙	B
凤	M
胎	E
，	S
其	B
中	E
姐	B
姐	E
在	S
2	B
0	M
1	M
3	M
年	E
[	B
最	M
后	E
时	B
刻	E
出	B
世	E
，	S
时	B
隔	E
[	B
3	E
分	B
钟	E
出	B
生	E
的	S
弟	B
弟	E
则	S
成	B
为	E
该	S
地	B
区	E
2	B
0	M
1	M
4	M
年	E
首	S
个	S
“	S
新	B
年	E
宝	B
宝	E
”	S
。	S

报	B
道	E
说	S
，	S
[	B
3	M
9	E
岁	S
产	B
妇	E
贝	B
加	M
佐	E
先	S
在	S
2	B
0	M
1	M
3	M
年	M
1	M
2	M
月	M
3	M
1	M
日	E
晚	B
上	E
1	B
1	M
时	M
5	M
8	M
分	E
诞	S
下	S
女	B
婴	E
洛	B
兰	E
，	S
体	B
重	E
约	S
[	B
2	E
.	S
9	S
公	B
斤	E
。	S

[	B
3	E
分	B
钟	E
后	S
，	S
即	S
2	B
0	M
1	M
4	M
年	M
1	M
月	M
1	M
日	M
0	M
时	M
1	M
分	E
，	S
体	B
重	E
约	S
[	B
2	E
.	S
6	S
公	B
斤	E
的	S
男	B
婴	E
布	B
兰	E
也	S
出	B
生	E
。	S

[	B
5	M
3	E
岁	S
的	S
父	B
亲	E
称	S
，	S
两	B
名	E
子	B
女	E
仅	S
隔	S
[	B
几	E
分	B
钟	E
却	S
跨	S
年	S
出	B
生	E
的	B
确	E
很	S
特	B
别	E
，	S
目	B
前	E
女	B
儿	E
似	B
乎	E
较	S
活	B
泼	E
，	S
儿	B
子	E
较	S
安	B
静	E
。	S

他	S
说	S
，	S
最	B
初	E
得	B
知	E
妻	B
子	E
怀	B
有	E
双	B
胞	M
胎	E
时	S
，	S
他	S
喜	B
悦	E
之	B
外	E
也	S
有	B
些	E
震	B
惊	E
和	S
紧	B
张	E
，	S
特	B
别	E
是	S
想	B
到	E
今	B
后	E
一	B
对	E
双	B
胞	M
胎	E
上	S
大	B
学	E
的	S
开	B
销	E
就	S
不	B
免	E
担	B
忧	E
。	S

据	S
报	B
道	E
，	S
跨	S
年	S
出	B
生	E
的	S
双	B
胞	M
胎	E
并	B
非	E
[	B
只	E
此	S
一	B
家	E
。	S

[	B
加	M
拿	M
大	E
多	B
伦	M
多	E
市	S
也	S
有	S
一	B
对	E
跨	S
年	S
出	B
生	E
的	S
双	B
胞	M
胎	E
女	B
婴	E
，	S
她	B
们	E
分	B
别	E
于	S
2	B
0	M
1	M
3	M
年	M
1	M
2	M
月	M
3	M
1	M
日	M
1	M
1	M
时	M
5	M
2	M
分	E
和	S
2	B
0	M
1	M
4	M
年	M
1	M
月	M
1	M
日	M
0	M
时	M
0	M
分	M
3	M
8	M
秒	E
出	B
生	E
。	S

(	S
老	S
任	S
)	S

原	S
标	B
题	E
：	S
情	B
感	E
专	B
家	E
总	B
结	E
[	B
2	M
2	E
条	S
夫	B
妻	E
经	B
典	E
定	B
律	E
（	S
组	S
图	S
）	S

夫	B
妻	E
经	B
典	E
定	B
律	E
:	S

1	S
、	S
炒	B
菜	E
定	B
律	E
：	S
经	B
常	E
炒	B
菜	E
的	S
肯	B
定	E
是	S
妻	B
子	E
，	S
炒	B
菜	E
好	B
吃	E
的	S
肯	B
定	E
是	S
丈	B
夫	E
。	S

2	S
、	S
买	B
菜	E
定	B
律	E
：	S
一	S
到	S
菜	B
市	M
场	E
就	S
不	B
知	E
买	S
什	B
么	E
菜	S
好	S
的	S
多	S
是	S
妻	B
子	E
，	S
见	S
啥	S
菜	S
买	S
啥	S
菜	S
的	S
多	S
是	S
丈	B
夫	E
。	S

3	S
、	S
成	B
熟	E
定	B
律	E
：	S
越	B
是	E
被	S
妻	B
子	E
深	B
爱	E
着	S
的	S
丈	B
夫	E
越	B
是	E
成	B
熟	E
，	S
越	B
是	E
被	S
丈	B
夫	E
娇	B
宠	E
着	S
的	S
妻	B
子	E
就	S
越	B
是	E
不	S
成	B
熟	E
。	S

[	B
朝	M
鲜	E
劳	B
动	M
党	E
中	B
央	E
机	B
关	M
报	E
《	S
[	B
劳	M
动	E
新	B
闻	E
》	S
3	B
日	E
刊	B
发	E
[	B
署	M
名	E
文	B
章	E
指	B
出	E
，	S
虽	B
然	E
在	S
当	B
今	E
的	S
时	B
代	E
环	B
境	E
下	S
，	S
革	B
命	E
斗	B
争	E
的	S
条	B
件	E
发	B
生	E
了	S
许	B
多	E
变	B
化	E
，	S
不	B
过	E
，	S
朝	B
鲜	E
式	S
社	B
会	M
主	M
义	E
仍	B
然	E
在	S
[	B
乘	M
胜	E
前	B
进	E
。	S

文	B
章	E
指	B
出	E
，	S
朝	B
鲜	E
两	B
位	E
已	B
故	E
领	B
导	M
人	E
金	B
日	M
成	E
和	S
金	B
正	M
日	E
为	S
朝	B
鲜	E
式	S
社	B
会	M
主	M
义	E
指	B
引	E
了	S
一	B
条	E
光	B
明	E
的	S
道	B
路	E
，	S
在	S
朝	B
鲜	E
最	B
高	E
领	B
导	M
人	E
金	B
正	M
恩	E
的	S
领	B
导	E
下	S
，	S
朝	B
鲜	E
式	S
社	B
会	M
主	M
义	E
发	B
挥	E
着	S
不	B
可	M
战	M
胜	E
的	S
威	B
力	E
，	S
令	S
全	B
体	E
军	B
民	E
确	B
信	E
主	B
体	E
社	B
会	M
主	M
义	E
的	S
锦	B
绣	M
前	M
程	E
。	S

文	B
章	E
称	S
，	S
朝	B
鲜	E
具	B
有	E
人	B
造	M
卫	M
星	E
制	B
造	E
和	S
发	B
射	E
国	S
的	S
尊	B
严	E
、	S
[	B
天	M
下	E
无	B
敌	E
的	S
军	B
事	E
强	B
国	E
的	S
威	B
仪	E
，	S
而	S
这	S
都	S
是	S
坚	B
持	E
立	B
场	E
所	S
带	B
来	E
的	S
宝	B
贵	E
结	B
果	E
。	S

文	B
章	E
指	B
出	E
，	S
金	B
正	M
恩	E
继	B
承	E
了	S
金	B
日	M
成	E
和	S
金	B
正	M
日	E
的	S
胆	B
略	E
和	S
气	B
魄	E
，	S
并	S
以	S
正	B
确	E
的	S
方	B
式	E
引	B
导	E
着	S
革	B
命	E
和	S
建	B
设	E
。	S

在	S
他	S
的	S
领	B
导	E
下	S
，	S
朝	B
鲜	E
式	S
社	B
会	M
主	M
义	E
沿	B
着	E
自	B
主	E
道	B
路	E
毫	B
不	M
动	M
摇	E
地	S
阔	B
步	M
前	M
进	E
，	S
千	B
万	E
军	B
民	E
在	S
领	B
导	M
人	E
周	B
围	E
筑	B
起	E
堡	B
垒	E
，	S
从	S
[	B
政	M
治	E
思	B
想	E
上	S
、	S
用	S
生	B
命	E
誓	B
死	E
保	B
卫	E
领	B
导	M
人	E
。	S

文	B
章	E
强	B
调	E
，	S
遵	B
循	E
金	B
正	M
恩	E
的	S
崇	B
高	E
意	B
志	E
，	S
使	S
2	B
0	M
1	M
4	M
年	E
成	B
为	E
开	B
创	E
先	S
军	S
朝	B
鲜	E
繁	B
荣	E
期	S
的	S
斗	B
争	E
之	S
年	S
、	S
伟	B
大	E
变	B
革	E
之	S
年	S
，	S
这	S
是	S
朝	B
鲜	E
军	B
民	E
的	S
共	B
同	E
的	S
愿	B
望	E
。	S

（	S
泰	S
和	S
）	S

我	B
省	E
今	B
年	E
[	B
体	M
育	E
中	B
考	E
分	B
数	E
从	S
3	B
5	M
分	E
增	B
加	E
到	S
4	B
0	M
分	E
，	S
因	S
肢	B
残	E
丧	B
失	E
[	B
运	M
动	E
能	B
力	E
的	S
考	B
生	E
可	S
申	B
请	E
免	S
考	S
，	S
男	B
女	M
生	E
各	S
进	B
行	E
[	B
3	E
个	S
项	B
目	E
的	S
考	B
试	E
…	S
…	S
昨	B
天	E
，	S
省	S
教	B
育	M
厅	E
公	B
布	E
了	S
2	B
0	M
1	M
4	M
年	M
初	E
中	S
毕	B
业	E
升	B
学	E
体	B
育	E
考	B
试	E
（	S
简	B
称	E
“	S
[	B
体	M
育	E
中	B
考	E
”	S
）	S
[	B
实	M
施	E
方	B
案	E
，	S
男	B
女	M
生	E
各	S
进	B
行	E
[	B
3	E
个	S
项	B
目	E
的	S
考	B
试	E
，	S
设	S
必	S
考	S
项	B
目	E
和	S
选	B
考	E
项	B
目	E
。	S

各	B
地	E
不	B
得	E
自	B
行	E
设	B
置	E
必	S
考	S
项	B
目	E

依	B
照	E
省	S
教	B
育	M
厅	E
规	B
定	E
，	S
凡	S
报	B
考	E
我	B
省	E
[	B
普	M
通	E
高	B
中	E
、	S
[	B
中	M
等	E
职	B
业	E
学	B
校	E
、	S
[	B
五	E
年	S
制	S
高	B
职	E
的	S
应	B
届	E
及	S
往	S
届	S
[	B
初	M
中	E
毕	B
业	M
生	E
，	S
均	B
须	E
参	B
加	E
[	B
体	M
育	E
中	B
考	E
考	B
试	E
。	S

[	B
体	M
育	E
中	B
考	E
以	S
《	S
[	B
体	M
育	E
与	S
健	B
康	E
[	B
课	M
程	E
标	B
准	E
》	S
[	B
运	M
动	E
技	B
能	E
领	B
域	E
（	S
水	B
平	E
四	S
）	S
规	B
定	E
的	S
相	B
关	E
内	B
容	E
和	S
《	S
[	B
国	M
家	E
学	B
生	E
体	B
质	E
健	B
康	E
标	B
准	E
》	S
中	S
[	B
身	M
体	E
素	B
质	E
和	S
[	B
运	M
动	E
能	B
力	E
测	B
试	E
内	B
容	E
为	S
基	B
本	E
内	B
容	E
。	S

男	B
女	M
生	E
各	S
进	B
行	E
[	B
3	E
个	S
项	B
目	E
的	S
考	B
试	E
，	S
设	S
必	S
考	S
项	B
目	E
和	S
选	B
考	E
项	B
目	E
。	S

男	B
生	E
的	S
必	S
考	S
项	B
目	E
为	S
[	B
1	M
0	M
0	M
0	E
米	S
跑	S
，	S
女	B
生	E
的	S
必	S
考	S
项	B
目	E
为	S
[	B
8	M
0	M
0	E
米	S
跑	S
。	S

选	B
考	E
项	B
目	E
由	S
各	B
市	E
、	S
[	B
省	E
直	B
管	M
县	E
教	B
育	M
局	E
确	B
定	E
，	S
并	S
在	S
考	B
试	E
前	S
两	B
个	M
月	E
向	S
考	B
生	E
公	B
布	E
。	S

选	B
考	E
项	B
目	E
应	S
列	B
出	E
[	B
若	M
干	E
个	S
，	S
让	S
学	B
生	E
从	S
中	S
选	B
择	E
，	S
各	B
地	E
不	B
得	E
自	B
行	E
设	B
置	E
必	S
考	S
项	B
目	E
。	S

部	B
分	E
特	B
殊	E
考	B
生	E
可	B
以	E
申	B
请	E
免	S
考	S

[	B
体	M
育	E
中	B
考	E
成	B
绩	E
是	S
学	B
生	E
[	B
综	M
合	E
素	B
质	E
评	B
价	E
“	S
[	B
运	M
动	E
与	S
健	B
康	E
”	S
维	B
度	E
的	S
实	B
证	E
材	B
料	E
，	S
[	B
体	M
育	E
中	B
考	E
成	B
绩	E
计	B
入	E
升	B
学	E
录	B
取	E
总	B
分	E
。	S

省	S
教	B
育	M
厅	E
相	B
关	E
负	B
责	M
人	E
透	B
露	E
，	S
2	B
0	M
1	M
4	M
年	E
，	S
我	B
省	E
[	B
体	M
育	E
中	B
考	E
总	B
分	E
值	S
应	S
不	S
低	B
于	E
4	B
0	M
分	E
，	S
这	S
也	S
意	B
味	M
着	E
我	B
省	E
今	B
年	E
[	B
体	M
育	E
中	B
考	E
分	B
数	E
从	S
3	B
5	M
分	E
增	B
加	E
到	S
4	B
0	M
分	E
。	S

依	B
照	E
规	B
定	E
，	S
必	S
考	S
项	B
目	E
与	S
每	B
个	E
选	B
考	E
项	B
目	E
的	S
分	S
值	S
由	S
各	B
市	E
、	S
[	B
省	E
直	B
管	M
县	E
教	B
育	M
局	E
自	B
行	E
确	B
定	E
。	S

因	S
肢	B
残	E
丧	B
失	E
[	B
运	M
动	E
能	B
力	E
的	S
考	B
生	E
，	S
可	S
申	B
请	E
免	S
考	S
。	S

考	B
生	E
提	B
出	E
书	B
面	E
申	B
请	E
，	S
填	B
写	E
申	B
请	M
表	E
，	S
详	B
细	E
注	B
明	E
原	B
因	E
，	S
出	B
示	E
医	B
院	E
的	S
有	B
效	E
证	B
明	E
，	S
经	S
家	B
长	E
、	S
班	B
主	M
任	E
签	B
字	E
和	S
学	B
校	E
批	B
准	M
后	E
，	S
报	S
当	B
地	E
县	S
（	S
市	S
、	S
区	S
）	S
[	B
教	M
育	E
行	B
政	M
部	M
门	E
审	B
批	E
。	S

[	B
教	M
育	E
行	B
政	M
部	M
门	E
在	S
审	B
批	E
时	S
，	S
必	B
须	E
安	B
排	E
专	B
人	E
对	S
免	S
考	S
考	B
生	E
进	B
行	E
目	B
测	E
，	S
并	S
由	S
目	B
测	E
人	S
签	B
字	E
。	S

经	S
审	B
核	E
批	B
准	E
同	B
意	E
免	S
考	S
的	S
学	B
生	E
，	S
免	S
考	S
申	B
请	M
表	E
存	B
入	E
[	B
学	M
生	E
档	B
案	E
，	S
中	B
考	E
体	B
育	E
成	B
绩	E
按	S
满	B
分	E
计	B
入	E
中	B
考	E
